Respondent_ID,Persona_Cluster_Seed,Q1_Age_Group,Q2_Gender,Q3_Emirate,Q4_Monthly_Income_AED,Nationality,Occupation,Q5_Experience_Level,Q6_Days_Per_Week,Q7_Weekly_Distance_km,Q8_Terrain,Q9_Training_Goal,Q10_Foot_Width,Q11_Foot_Issues,Q12_Shoe_Priority,Q13_Sole_Type,Q14_Fit_Style,Q15_Color_Pref,Q16_Accessories,Q17_Trusted_Brands,Q18_Spend_Per_Pair_AED,Q19_Purchase_Frequency,Q20_Purchase_Channel,Q21_Brand_Switch_Motivator,Q22_Current_Shoe_Satisfaction_1_7,Q23_App_Comfort,Q24_WTP_App_AED_Month,Q25_App_Interest,Q26_Running_Motivation,Q27_Runner_Identity_1_5,Q28_Running_Club_Member,Q29_Peer_Influence_1_5,Q30_Sustainability_Importance_1_5,Q31_Min_Discount_To_Switch,Q32_Waits_For_Sales,Q33_Fitness_Apps_Used,Q34_Used_AI_Shopping_Before,Q35_Brand_Switch_Likelihood_1_5
UAE_1922,Aspirational_Beginner,45-54,Female,Abu Dhabi,"10,001-20,000",Arab (non-GCC),Corporate/Salaried,Intermediate,I don't run yet,10-25km,Road/Pavement; Treadmill,Weight loss,Wide,Flat feet/Low arch,Injury Prevention,Medium/Balanced,Standard fit,Earthy/Natural,GPS Watch; Foam roller,Nike,Under 200,Every 1-2 years,Sports retailers; Running specialty,Discount,5,Comfortable,Up to 10 AED,Neutral/Unsure,Social/Community,5,No,3,3,50%+,No,,Yes,4
UAE_1923,Serious_Age_Grouper,25-34,Male,Abu Dhabi,"10,001-20,000",Western,Corporate/Salaried,Advanced/Competitive,3-4 days,50-80km,Road/Pavement,Full Marathon,Standard/Medium,,Speed/Performance,Medium/Balanced,Snug/Sock-like,Bold/Bright,Compression wear,ASICS,600-900,Every 4-6 months,Sports retailers; Running specialty,Professional review,4,Comfortable,Up to 10 AED,Definitely would use,Weight management,5,No,3,3,50%+,Yes,Strava; Apple Watch/Health,No,4
UAE_1924,Social_Community_Runner,25-34,Male,Abu Dhabi,"10,001-20,000",South Asian,Self-employed,Advanced/Competitive,Daily,25-50km,Road/Pavement,Half Marathon,Wide,,Comfort/Cushioning,Medium/Balanced,Adjustable/Boa,Solid neutral,,Nike,400-600,Once a year,Running specialty,Friend/Community,5,Slightly uncomfortable,50+ AED,Neutral/Unsure,Social/Community,3,No,1,4,10-15%,No,,No,5
UAE_1925,Wellness_Professional,18-24,Female,Sharjah,"Above 60,000",Western,Corporate/Salaried,Intermediate,1-2 days,Less than 10km,Treadmill,Half Marathon,Standard/Medium,Plantar fasciitis; None,Durability/Value,Thick/Plush,Snug/Sock-like,Solid neutral,Running belt/Hydration; Foam roller,ASICS; New Balance; Saucony,200-400,Every 1-2 years,Sports retailers,Friend/Community,7,Neutral,10-25 AED,Unlikely,Mental health,2,No,5,3,10-15%,No,,No,3
UAE_1926,Aspirational_Beginner,25-34,Female,Sharjah,"10,001-20,000",South Asian,Student,Beginner,1-2 days,80+ km,Treadmill,5K,Standard/Medium,Flat feet/Low arch,Comfort/Cushioning,Thick/Plush,Adjustable/Boa,Solid neutral,Custom insoles; Compression wear,Adidas; New Balance,600-900,Every 1-2 years,Brand stores; Online (Amazon/Noon),Social media,2,Comfortable,25-50 AED,Likely would use,Social/Community,3,No,5,2,50%+,Yes,,No,4
UAE_1927,Serious_Age_Grouper,25-34,Female,Ras Al Khaimah,,Arab (non-GCC),Corporate/Salaried,Experienced,Daily,25-50km,Road/Pavement,Ultra/Trail,Standard/Medium,Knee pain,Comfort/Cushioning,Medium/Balanced,Standard fit,Solid neutral,GPS Watch,Nike; Adidas,600-900,Once a year,Brand stores; Sports retailers; Online (Amazon/Noon),Free trial,4,Prefer in-store,10-25 AED,Neutral/Unsure,Competitive performance,5,No,3,4,10-15%,No,Strava; Nike Run Club,Yes,4
UAE_1928,Social_Community_Runner,35-44,Female,Dubai,"20,001-35,000",East/SE Asian,Corporate/Salaried,Intermediate,3-4 days,50-80km,Road/Pavement,Full Marathon,Narrow,High arch; Plantar fasciitis,Comfort/Cushioning,Thin/Minimal,Adjustable/Boa,Limited Edition,Custom insoles; GPS Watch,No preference,400-600,Every 4-6 months,Online (Amazon/Noon); During sales,Friend/Community,4,Comfortable,Up to 10 AED,Neutral/Unsure,Social/Community,2,Yes,4,4,20-30%,Yes,,Yes,4
UAE_1929,Serious_Age_Grouper,45-54,Male,Dubai,"Above 60,000",Western,Corporate/Salaried,Experienced,3-4 days,25-50km,Road/Pavement; Trail/Desert,Full Marathon,Narrow,Flat feet/Low arch,Injury Prevention,Medium/Balanced,Standard fit,Bold/Bright,Custom insoles; Compression wear; Foam roller,Nike; ASICS,900-1200,Once a year,Brand stores; Online (Amazon/Noon); Running specialty,Expert AI,5,Very comfortable,10-25 AED,Unlikely,Social/Community,2,No,5,3,50%+,No,Garmin; Nike Run Club,No,3
UAE_1930,Aspirational_Beginner,18-24,Male,Sharjah,"Below 5,000",Arab (non-GCC),Homemaker,Complete beginner,1-2 days,Less than 10km,Road/Pavement; Treadmill,No goal/fun,Standard/Medium,,Comfort/Cushioning,No preference,Snug/Sock-like,Metallic/Premium,Custom insoles,Nike; Hoka,400-600,Every 1-2 years,Brand stores,Professional review,2,Comfortable,10-25 AED,Definitely would use,Weight management,4,No,3,2,50%+,Yes,,Yes,2
UAE_1931,Serious_Age_Grouper,25-34,Male,Sharjah,"20,001-35,000",Western,Homemaker,Experienced,Daily,10-25km,Trail/Desert,Full Marathon,Not sure,,Speed/Performance,No preference,Snug/Sock-like,Metallic/Premium,Custom insoles,ASICS,600-900,Every 4-6 months,Brand stores; Online (Amazon/Noon),Expert AI,4,Prefer in-store,Up to 10 AED,Neutral/Unsure,Doctor advice,5,Yes,3,4,10-15%,Yes,Strava; Garmin; Apple Watch/Health,No,5
UAE_1932,Serious_Age_Grouper,45-54,Male,Ajman,"10,001-20,000",Arab (non-GCC),Self-employed,Experienced,5-6 days,10-25km,Road/Pavement; Beach/Sand,Half Marathon,Standard/Medium,,Comfort/Cushioning,Medium/Balanced,Standard fit,Bold/Bright,Running socks,Adidas; New Balance,600-900,Every 4-6 months,Brand stores; Online (Amazon/Noon),Professional review,5,Slightly uncomfortable,50+ AED,Definitely would use,Social/Community,3,Yes,3,5,50%+,No,Strava; Garmin; Apple Watch/Health,No,4
UAE_1933,Serious_Age_Grouper,45-54,Non-binary,Abu Dhabi,"35,001-60,000",GCC National,Corporate/Salaried,Advanced/Competitive,5-6 days,25-50km,Treadmill,Weight loss,Wide,Flat feet/Low arch; Knee pain,Comfort/Cushioning,Thick/Plush,Standard fit,Bold/Bright,Foam roller,Nike; Hoka,600-900,Every 3 months,Brand stores; Running specialty; During sales,Professional review,3,Very comfortable,25-50 AED,Likely would use,Competitive performance,3,Yes,3,3,20-30%,No,Strava,Yes,3
UAE_1934,Serious_Age_Grouper,35-44,Male,Ajman,"Below 5,000",Arab (non-GCC),Self-employed,Experienced,5-6 days,80+ km,Road/Pavement,Full Marathon,Standard/Medium,,Comfort/Cushioning,Thick/Plush,Snug/Sock-like,Solid neutral,Compression wear; Running belt/Hydration; Foam roller,New Balance; Saucony,900-1200,Once a year,Brand stores; Sports retailers; Online (Amazon/Noon),Friend/Community,5,Comfortable,10-25 AED,Unlikely,Explore outdoors,5,Yes,5,3,10-15%,Yes,,No,4
UAE_1935,Serious_Age_Grouper,35-44,Female,Abu Dhabi,"35,001-60,000",African,Self-employed,Advanced/Competitive,5-6 days,25-50km,Road/Pavement,Half Marathon,Not sure,Shin splints; None,Injury Prevention,Thick/Plush,Snug/Sock-like,Solid neutral,,ASICS,400-600,Every 3 months,Running specialty,Free trial,3,Very comfortable,Up to 10 AED,Likely would use,Competitive performance,3,No,3,3,5% or less,No,Strava,No,1
UAE_1936,Wellness_Professional,35-44,Male,Ras Al Khaimah,,,Student,Beginner,3-4 days,Less than 10km,Road/Pavement,Full Marathon,Standard/Medium,,Durability/Value,Medium/Balanced,Standard fit,Solid neutral,Running belt/Hydration,Nike; New Balance; Hoka,400-600,Once a year,Brand stores; Online (Amazon/Noon),Expert AI,2,Very comfortable,Up to 10 AED,Likely would use,Weight management,2,Yes,4,3,20-30%,Yes,Garmin; Apple Watch/Health; Nike Run Club,Yes,4
UAE_1937,Aspirational_Beginner,35-44,Female,Dubai,,GCC National,Student,Beginner,3-4 days,Less than 10km,Treadmill,No goal/fun,Standard/Medium,Plantar fasciitis; Shin splints; None,Comfort/Cushioning,No preference,Standard fit,Bold/Bright,Foam roller,Nike; Adidas; New Balance; Hoka,600-900,Rarely/Not yet,Sports retailers,Friend/Community,5,Comfortable,Won't pay,Definitely would use,Weight management,4,No,5,3,50%+,No,Apple Watch/Health,Yes,5
UAE_1938,Wellness_Professional,25-34,Female,Dubai,"10,001-20,000",South Asian,Corporate/Salaried,Intermediate,3-4 days,10-25km,Beach/Sand,Half Marathon,Standard/Medium,Knee pain,Comfort/Cushioning,No preference,Snug/Sock-like,Earthy/Natural,Compression wear,Nike; Adidas; New Balance; Hoka,Under 200,Once a year,Online (Amazon/Noon),Professional review,6,Comfortable,10-25 AED,Definitely would use,Mental health,4,No,3,3,10-15%,No,Strava; Apple Watch/Health,Yes,3
UAE_1939,Social_Community_Runner,35-44,Male,Dubai,"20,001-35,000",South Asian,Self-employed,Complete beginner,3-4 days,Less than 10km,Road/Pavement,Weight loss,Wide,,Comfort/Cushioning,Medium/Balanced,Roomy toe box,Bold/Bright,Running socks,New Balance; Hoka,200-400,Every 4-6 months,Sports retailers; Running specialty; Apps/Platforms,Friend/Community,6,Neutral,10-25 AED,Definitely would not,Social/Community,2,No,4,5,10-15%,No,,No,3
UAE_1940,Aspirational_Beginner,25-34,Prefer not to say,Dubai,"20,001-35,000",Western,Homemaker,Intermediate,1-2 days,Less than 10km,Treadmill; Trail/Desert,10K,Wide,,Comfort/Cushioning,No preference,Standard fit,Bold/Bright,,Nike; Adidas; Brooks,600-900,Rarely/Not yet,Brand stores; Online (Amazon/Noon),Social media,7,Very comfortable,Up to 10 AED,Neutral/Unsure,General fitness,3,Yes,4,5,50%+,No,Apple Watch/Health; Nike Run Club,No,4
UAE_1941,Aspirational_Beginner,35-44,Female,Abu Dhabi,"Below 5,000",South Asian,Corporate/Salaried,Beginner,I don't run yet,Less than 10km,Treadmill,No goal/fun,Narrow,Bunions,Injury Prevention,Thick/Plush,Snug/Sock-like,Solid neutral,Running socks,Nike; Saucony,200-400,Once a year,During sales,Free trial,5,Comfortable,Up to 10 AED,Likely would use,Social/Community,4,No,3,3,50%+,Yes,Nike Run Club,No,5
UAE_1942,Social_Community_Runner,45-54,Female,Abu Dhabi,"20,001-35,000",South Asian,Self-employed,Intermediate,3-4 days,10-25km,Road/Pavement,10K,Standard/Medium,Flat feet/Low arch,Comfort/Cushioning,Medium/Balanced,Snug/Sock-like,Metallic/Premium,Running socks,Saucony,400-600,Once a year,Brand stores; Online (Amazon/Noon); During sales,Friend/Community,5,Very comfortable,Up to 10 AED,Unlikely,Social/Community,4,No,5,3,10-15%,No,Strava,No,4
UAE_1943,Wellness_Professional,35-44,Female,Dubai,"20,001-35,000",GCC National,Other,Beginner,5-6 days,25-50km,Road/Pavement,Weight loss,Extra Wide,,Comfort/Cushioning,Medium/Balanced,Standard fit,Earthy/Natural,Running socks; Compression wear,Adidas; New Balance; Brooks,900-1200,Every 4-6 months,Sports retailers,Discount,4,Comfortable,25-50 AED,Definitely would use,Weight management,3,No,3,5,10-15%,No,Apple Watch/Health,Yes,4
UAE_1944,Wellness_Professional,35-44,Female,Dubai,"20,001-35,000",East/SE Asian,Corporate/Salaried,Intermediate,1-2 days,Less than 10km,Road/Pavement; Track,10K,Standard/Medium,,Durability/Value,Thick/Plush,Adjustable/Boa,Solid neutral,Running socks,No preference,400-600,Every 4-6 months,Sports retailers; Running specialty,Discount,4,Comfortable,Up to 10 AED,Likely would use,Social/Community,3,No,2,4,10-15%,No,Apple Watch/Health,No,4
UAE_1945,Wellness_Professional,45-54,Female,Dubai,"35,001-60,000",Western,Student,Beginner,3-4 days,10-25km,Treadmill,5K,Wide,,Comfort/Cushioning,Medium/Balanced,Roomy toe box,Metallic/Premium,Running socks; Custom insoles,No preference,Above 1200,Every 4-6 months,Brand stores; Sports retailers; Online (Amazon/Noon),Friend/Community,3,Comfortable,10-25 AED,Definitely would use,General fitness,2,Yes,2,4,20-30%,No,,Yes,2
UAE_1946,Serious_Age_Grouper,55+,Female,Abu Dhabi,"Below 5,000",South Asian,Self-employed,Experienced,5-6 days,10-25km,Road/Pavement; Treadmill,Dubai/AD Marathon,Narrow,Knee pain; Shin splints,Injury Prevention,Thin/Minimal,Standard fit,Metallic/Premium,Running socks; Compression wear,Nike; Adidas; New Balance; Brooks,600-900,Every 3 months,Brand stores,Expert AI,3,Very comfortable,Won't pay,Likely would use,Social/Community,5,Yes,4,3,10-15%,No,Strava; Garmin; Apple Watch/Health,No,3
UAE_1947,Social_Community_Runner,45-54,Male,Other UAE,"20,001-35,000",Arab (non-GCC),Corporate/Salaried,Advanced/Competitive,5-6 days,10-25km,Road/Pavement,Weight loss,Wide,Bunions,Style/Brand,Thick/Plush,Snug/Sock-like,Limited Edition,,Adidas; Brooks; On Running,400-600,Once a year,Brand stores; Sports retailers; Online (Amazon/Noon),Friend/Community,4,Comfortable,10-25 AED,Neutral/Unsure,Mental health,5,No,3,3,20-30%,No,Strava; Garmin; Apple Watch/Health,No,1
UAE_1948,Aspirational_Beginner,45-54,Male,Sharjah,"20,001-35,000",Arab (non-GCC),Corporate/Salaried,Beginner,1-2 days,10-25km,Road/Pavement,Half Marathon,Standard/Medium,,Injury Prevention,Medium/Balanced,Roomy toe box,Solid neutral,Foam roller,No preference,600-900,Rarely/Not yet,Running specialty; During sales,Friend/Community,4,Neutral,Up to 10 AED,Likely would use,General fitness,2,No,1,4,50%+,No,,No,1
UAE_1949,Social_Community_Runner,25-34,Female,Dubai,"10,001-20,000",GCC National,Corporate/Salaried,Beginner,5-6 days,Less than 10km,Road/Pavement,No goal/fun,Wide,Flat feet/Low arch; Knee pain,Injury Prevention,Medium/Balanced,Roomy toe box,Bold/Bright,,No preference,900-1200,Once a year,Brand stores; During sales,Friend/Community,6,Neutral,Won't pay,Definitely would use,General fitness,5,Yes,5,5,50%+,Yes,Nike Run Club,Yes,3
UAE_1950,Social_Community_Runner,45-54,Male,Abu Dhabi,,Arab (non-GCC),Homemaker,Beginner,3-4 days,10-25km,Road/Pavement,No goal/fun,Wide,,Injury Prevention,Thick/Plush,Standard fit,Bold/Bright,Running belt/Hydration,Nike,600-900,Once a year,Brand stores; Sports retailers; Online (Amazon/Noon),Expert AI,1,Slightly uncomfortable,Won't pay,Definitely would use,Mental health,1,No,1,1,20-30%,Yes,Strava,No,5
UAE_1951,Aspirational_Beginner,45-54,Female,Dubai,"10,001-20,000",Arab (non-GCC),Corporate/Salaried,Beginner,1-2 days,10-25km,Road/Pavement; Beach/Sand,10K,Standard/Medium,Bunions; None,Comfort/Cushioning,Medium/Balanced,Standard fit,Bold/Bright,,Nike; Adidas,200-400,Rarely/Not yet,Sports retailers,Discount,4,Slightly uncomfortable,25-50 AED,Likely would use,Mental health,3,No,5,4,20-30%,No,,Yes,2
UAE_1952,Aspirational_Beginner,25-34,Female,Dubai,"10,001-20,000",South Asian,Student,Beginner,3-4 days,25-50km,Treadmill,Weight loss,Wide,Flat feet/Low arch; Plantar fasciitis,Injury Prevention,Medium/Balanced,Standard fit,Metallic/Premium,,Nike; New Balance; Brooks; On Running,Under 200,Every 4-6 months,Sports retailers,Discount,3,Very comfortable,25-50 AED,Neutral/Unsure,Weight management,3,No,5,3,10-15%,Yes,,No,4
UAE_1953,Serious_Age_Grouper,45-54,Male,Dubai,"10,001-20,000",East/SE Asian,Corporate/Salaried,Intermediate,Daily,25-50km,Road/Pavement,Half Marathon,Narrow,Flat feet/Low arch; Plantar fasciitis,Lightweight,Medium/Balanced,Snug/Sock-like,Limited Edition,Custom insoles; GPS Watch,Hoka; On Running,400-600,Every 3 months,Sports retailers; Running specialty,Professional review,2,Slightly uncomfortable,Up to 10 AED,Likely would use,Competitive performance,4,No,3,3,10-15%,No,Strava; Apple Watch/Health; Nike Run Club,Yes,1
UAE_1954,Wellness_Professional,25-34,Female,Sharjah,"20,001-35,000",Arab (non-GCC),Corporate/Salaried,Intermediate,3-4 days,10-25km,Treadmill,10K,Narrow,Flat feet/Low arch; Knee pain; None,Durability/Value,Medium/Balanced,Standard fit,Bold/Bright,,Nike; ASICS,200-400,Once a year,Brand stores; Sports retailers; Online (Amazon/Noon),Friend/Community,4,Very comfortable,25-50 AED,Definitely would use,Mental health,3,No,4,4,50%+,No,Strava; Garmin; Apple Watch/Health,Yes,5
UAE_1955,Casual_Lifestyle_Runner,55+,Non-binary,Abu Dhabi,,South Asian,Corporate/Salaried,Intermediate,3-4 days,Less than 10km,Treadmill,No goal/fun,Wide,,Style/Brand,Medium/Balanced,Snug/Sock-like,Solid neutral,Running belt/Hydration,Nike,Under 200,Every 1-2 years,Brand stores; Sports retailers; During sales,Discount,6,Comfortable,Won't pay,Unlikely,Mental health,3,No,5,2,50%+,No,,Yes,5
UAE_1956,Casual_Lifestyle_Runner,18-24,Male,Dubai,"5,000-10,000",East/SE Asian,Student,Intermediate,1-2 days,10-25km,Treadmill,No goal/fun,Standard/Medium,,Durability/Value,Medium/Balanced,Standard fit,Bold/Bright,Running socks; GPS Watch,ASICS; On Running,200-400,Every 1-2 years,Brand stores; Online (Amazon/Noon),Discount,3,Prefer in-store,Up to 10 AED,Unlikely,General fitness,4,No,5,2,50%+,Yes,Nike Run Club,No,3
UAE_1957,Serious_Age_Grouper,35-44,Female,Dubai,"35,001-60,000",South Asian,Corporate/Salaried,Experienced,Daily,10-25km,Road/Pavement,Half Marathon,Standard/Medium,,Injury Prevention,Medium/Balanced,Snug/Sock-like,Bold/Bright,GPS Watch,Nike; Saucony,600-900,Every 3 months,Brand stores; Online (Amazon/Noon); Apps/Platforms,Professional review,6,Comfortable,25-50 AED,Likely would use,Competitive performance,4,No,3,3,20-30%,Yes,Strava; Apple Watch/Health,Yes,2
UAE_1958,Social_Community_Runner,25-34,Female,Fujairah,"20,001-35,000",South Asian,Corporate/Salaried,Experienced,5-6 days,10-25km,Road/Pavement; Beach/Sand; Track,Half Marathon,Extra Wide,,Speed/Performance,Thin/Minimal,Snug/Sock-like,Solid neutral,Running socks; GPS Watch; Compression wear,Nike; Adidas; New Balance,400-600,Once a year,Sports retailers,Friend/Community,4,Comfortable,Won't pay,Definitely would use,Competitive performance,3,No,3,4,10-15%,No,Nike Run Club,Yes,5
UAE_1959,Serious_Age_Grouper,55+,Male,Abu Dhabi,"35,001-60,000",East/SE Asian,Corporate/Salaried,Advanced/Competitive,3-4 days,50-80km,Road/Pavement,Ultra/Trail,Standard/Medium,Knee pain,Speed/Performance,Thick/Plush,Roomy toe box,Bold/Bright,Custom insoles; GPS Watch; Compression wear,Nike; Brooks; On Running,Above 1200,Every 4-6 months,Brand stores; Sports retailers; Running specialty,Friend/Community,6,Comfortable,50+ AED,Neutral/Unsure,Mental health,4,Yes,3,4,10-15%,Yes,Garmin; Apple Watch/Health,Yes,4
UAE_1960,Wellness_Professional,25-34,Female,Ajman,"10,001-20,000",Western,Self-employed,Advanced/Competitive,1-2 days,10-25km,Treadmill; Beach/Sand,Weight loss,Standard/Medium,,Style/Brand,Medium/Balanced,Roomy toe box,Solid neutral,GPS Watch,Brooks,400-600,Every 4-6 months,Running specialty,Friend/Community,3,Very comfortable,10-25 AED,Likely would use,Mental health,2,No,5,3,20-30%,Yes,Nike Run Club,No,3
UAE_1961,Aspirational_Beginner,35-44,Male,Dubai,"5,000-10,000",GCC National,Corporate/Salaried,Complete beginner,3-4 days,Less than 10km,Treadmill,No goal/fun,Standard/Medium,,Comfort/Cushioning,Medium/Balanced,Standard fit,Earthy/Natural,,Adidas; ASICS,200-400,Every 4-6 months,Brand stores,Professional review,7,Slightly uncomfortable,Won't pay,Likely would use,Weight management,3,No,5,5,50%+,Yes,,No,3
UAE_1962,Social_Community_Runner,35-44,Female,Dubai,"10,001-20,000",GCC National,Fitness professional,Beginner,Daily,25-50km,Road/Pavement; Beach/Sand,Full Marathon,Wide,,Speed/Performance,Medium/Balanced,Standard fit,Solid neutral,Running socks; GPS Watch,New Balance; On Running,200-400,Every 4-6 months,Online (Amazon/Noon); Running specialty,Friend/Community,2,Comfortable,Won't pay,Neutral/Unsure,Weight management,4,Yes,4,5,20-30%,No,Apple Watch/Health; Nike Run Club,No,3
UAE_1963,Ultra_Trail_Specialist,45-54,Male,Abu Dhabi,"Above 60,000",Arab (non-GCC),Other,Advanced/Competitive,Daily,10-25km,Road/Pavement,Ultra/Trail,Standard/Medium,,Injury Prevention,No preference,Snug/Sock-like,Solid neutral,GPS Watch; Running belt/Hydration,No preference,400-600,Once a year,Sports retailers,Expert AI,5,Comfortable,25-50 AED,Definitely would use,Competitive performance,3,Yes,3,5,10-15%,No,Strava; Garmin,No,4
UAE_1964,Social_Community_Runner,45-54,Female,Dubai,"20,001-35,000",South Asian,Student,Complete beginner,1-2 days,10-25km,Road/Pavement,Weight loss,Not sure,,Style/Brand,Medium/Balanced,Snug/Sock-like,Bold/Bright,Custom insoles; Running belt/Hydration; Foam roller,Nike; Adidas,400-600,Once a year,Sports retailers; Running specialty; During sales,Discount,7,Comfortable,10-25 AED,Definitely would use,Social/Community,4,No,5,4,20-30%,No,Strava; Nike Run Club,No,5
UAE_1965,Serious_Age_Grouper,55+,Female,Dubai,"20,001-35,000",Western,Self-employed,Advanced/Competitive,3-4 days,50-80km,Road/Pavement; Beach/Sand,Full Marathon,Narrow,Plantar fasciitis; Shin splints,Lightweight,No preference,Standard fit,Metallic/Premium,GPS Watch,Nike; Hoka; Saucony,Above 1200,Every 4-6 months,Brand stores; Online (Amazon/Noon),Professional review,4,Very comfortable,10-25 AED,Likely would use,Competitive performance,4,Yes,1,4,5% or less,No,Strava,No,2
UAE_1966,Serious_Age_Grouper,25-34,Male,Abu Dhabi,"20,001-35,000",South Asian,Corporate/Salaried,Advanced/Competitive,5-6 days,10-25km,Road/Pavement,5K,Standard/Medium,,Comfort/Cushioning,No preference,Roomy toe box,Bold/Bright,GPS Watch; Compression wear,Hoka,400-600,Every 4-6 months,Online (Amazon/Noon); Running specialty,Free trial,5,Prefer in-store,Up to 10 AED,Likely would use,General fitness,4,Yes,2,3,5% or less,No,,Yes,4
UAE_1967,Aspirational_Beginner,25-34,Male,Abu Dhabi,"10,001-20,000",South Asian,Fitness professional,Complete beginner,1-2 days,Less than 10km,Road/Pavement; Treadmill; Trail/Desert,10K,Wide,High arch; Knee pain; None,Durability/Value,Thick/Plush,Standard fit,Solid neutral,,Nike; New Balance,200-400,Once a year,Sports retailers,Social media,3,Very comfortable,Won't pay,Neutral/Unsure,Social/Community,3,No,4,2,50%+,Yes,Strava; Nike Run Club,No,4
